Id; Source; Target; Weight
"(8, 37, 34, 8, 37, 34, 8, 37, 8)";"(8, 37, 34, 8, 37, 34, 8, 37, 8)";"(37, 34, 8, 37, 34, 8, 37, 8, 37)"; 2
"(37, 34, 8, 37, 34, 8, 37, 8, 37)";"(37, 34, 8, 37, 34, 8, 37, 8, 37)";"(34, 8, 37, 34, 8, 37, 8, 37, 13)"; 1
"(37, 34, 8, 37, 34, 8, 37, 8, 37)";"(37, 34, 8, 37, 34, 8, 37, 8, 37)";"(34, 8, 37, 34, 8, 37, 8, 37, 15)"; 1
"(34, 8, 37, 34, 8, 37, 8, 37, 13)";"(34, 8, 37, 34, 8, 37, 8, 37, 13)";"(8, 37, 34, 8, 37, 8, 37, 13, 37)"; 1
"(8, 37, 34, 8, 37, 8, 37, 13, 37)";"(8, 37, 34, 8, 37, 8, 37, 13, 37)";"(37, 34, 8, 37, 8, 37, 13, 37, 13)"; 1
"(37, 34, 8, 37, 8, 37, 13, 37, 13)";"(37, 34, 8, 37, 8, 37, 13, 37, 13)";"(34, 8, 37, 8, 37, 13, 37, 13, 34)"; 1
"(34, 8, 37, 8, 37, 13, 37, 13, 34)";"(34, 8, 37, 8, 37, 13, 37, 13, 34)";"(8, 37, 8, 37, 13, 37, 13, 34, 35)"; 1
"(8, 37, 8, 37, 13, 37, 13, 34, 35)";"(8, 37, 8, 37, 13, 37, 13, 34, 35)";"(37, 8, 37, 13, 37, 13, 34, 35, 14)"; 1
"(37, 8, 37, 13, 37, 13, 34, 35, 14)";"(37, 8, 37, 13, 37, 13, 34, 35, 14)";"(8, 37, 13, 37, 13, 34, 35, 14, 14)"; 1
"(8, 37, 13, 37, 13, 34, 35, 14, 14)";"(8, 37, 13, 37, 13, 34, 35, 14, 14)";"(37, 13, 37, 13, 34, 35, 14, 14, 7)"; 1
"(37, 13, 37, 13, 34, 35, 14, 14, 7)";"(37, 13, 37, 13, 34, 35, 14, 14, 7)";"(13, 37, 13, 34, 35, 14, 14, 7, 44)"; 1
"(13, 37, 13, 34, 35, 14, 14, 7, 44)";"(13, 37, 13, 34, 35, 14, 14, 7, 44)";"(37, 13, 34, 35, 14, 14, 7, 44, 6)"; 1
"(37, 13, 34, 35, 14, 14, 7, 44, 6)";"(37, 13, 34, 35, 14, 14, 7, 44, 6)";"(13, 34, 35, 14, 14, 7, 44, 6, 50)"; 1
"(13, 34, 35, 14, 14, 7, 44, 6, 50)";"(13, 34, 35, 14, 14, 7, 44, 6, 50)";"(34, 35, 14, 14, 7, 44, 6, 50, 8)"; 1
"(34, 35, 14, 14, 7, 44, 6, 50, 8)";"(34, 35, 14, 14, 7, 44, 6, 50, 8)";"(35, 14, 14, 7, 44, 6, 50, 8, 37)"; 1
"(35, 14, 14, 7, 44, 6, 50, 8, 37)";"(35, 14, 14, 7, 44, 6, 50, 8, 37)";"(14, 14, 7, 44, 6, 50, 8, 37, 8)"; 1
"(14, 14, 7, 44, 6, 50, 8, 37, 8)";"(14, 14, 7, 44, 6, 50, 8, 37, 8)";"(14, 7, 44, 6, 50, 8, 37, 8, 8)"; 1
"(14, 7, 44, 6, 50, 8, 37, 8, 8)";"(14, 7, 44, 6, 50, 8, 37, 8, 8)";"(7, 44, 6, 50, 8, 37, 8, 8, 8)"; 1
"(7, 44, 6, 50, 8, 37, 8, 8, 8)";"(7, 44, 6, 50, 8, 37, 8, 8, 8)";"(44, 6, 50, 8, 37, 8, 8, 8, 8)"; 1
"(44, 6, 50, 8, 37, 8, 8, 8, 8)";"(44, 6, 50, 8, 37, 8, 8, 8, 8)";"(6, 50, 8, 37, 8, 8, 8, 8, 37)"; 1
"(6, 50, 8, 37, 8, 8, 8, 8, 37)";"(6, 50, 8, 37, 8, 8, 8, 8, 37)";"(50, 8, 37, 8, 8, 8, 8, 37, 13)"; 1
"(50, 8, 37, 8, 8, 8, 8, 37, 13)";"(50, 8, 37, 8, 8, 8, 8, 37, 13)";"(8, 37, 8, 8, 8, 8, 37, 13, 37)"; 1
"(8, 37, 8, 8, 8, 8, 37, 13, 37)";"(8, 37, 8, 8, 8, 8, 37, 13, 37)";"(37, 8, 8, 8, 8, 37, 13, 37, 34)"; 1
"(37, 8, 8, 8, 8, 37, 13, 37, 34)";"(37, 8, 8, 8, 8, 37, 13, 37, 34)";"(8, 8, 8, 8, 37, 13, 37, 34, 37)"; 1
"(8, 8, 8, 8, 37, 13, 37, 34, 37)";"(8, 8, 8, 8, 37, 13, 37, 34, 37)";"(8, 8, 8, 37, 13, 37, 34, 37, 34)"; 1
"(8, 8, 8, 37, 13, 37, 34, 37, 34)";"(8, 8, 8, 37, 13, 37, 34, 37, 34)";"(8, 8, 37, 13, 37, 34, 37, 34, 37)"; 1
"(8, 8, 37, 13, 37, 34, 37, 34, 37)";"(8, 8, 37, 13, 37, 34, 37, 34, 37)";"(8, 37, 13, 37, 34, 37, 34, 37, 34)"; 1
"(8, 37, 13, 37, 34, 37, 34, 37, 34)";"(8, 37, 13, 37, 34, 37, 34, 37, 34)";"(37, 13, 37, 34, 37, 34, 37, 34, 34)"; 1
"(37, 13, 37, 34, 37, 34, 37, 34, 34)";"(37, 13, 37, 34, 37, 34, 37, 34, 34)";"(13, 37, 34, 37, 34, 37, 34, 34, 34)"; 1
"(13, 37, 34, 37, 34, 37, 34, 34, 34)";"(13, 37, 34, 37, 34, 37, 34, 34, 34)";"(37, 34, 37, 34, 37, 34, 34, 34, 14)"; 1
"(37, 34, 37, 34, 37, 34, 34, 34, 14)";"(37, 34, 37, 34, 37, 34, 34, 34, 14)";"(34, 37, 34, 37, 34, 34, 34, 14, 37)"; 1
"(34, 37, 34, 37, 34, 34, 34, 14, 37)";"(34, 37, 34, 37, 34, 34, 34, 14, 37)";"(37, 34, 37, 34, 34, 34, 14, 37, 34)"; 1
"(37, 34, 37, 34, 34, 34, 14, 37, 34)";"(37, 34, 37, 34, 34, 34, 14, 37, 34)";"(34, 37, 34, 34, 34, 14, 37, 34, 13)"; 1
"(34, 37, 34, 34, 34, 14, 37, 34, 13)";"(34, 37, 34, 34, 34, 14, 37, 34, 13)";"(37, 34, 34, 34, 14, 37, 34, 13, 34)"; 1
"(37, 34, 34, 34, 14, 37, 34, 13, 34)";"(37, 34, 34, 34, 14, 37, 34, 13, 34)";"(34, 34, 34, 14, 37, 34, 13, 34, 34)"; 1
"(34, 34, 34, 14, 37, 34, 13, 34, 34)";"(34, 34, 34, 14, 37, 34, 13, 34, 34)";"(34, 34, 14, 37, 34, 13, 34, 34, 14)"; 1
"(34, 34, 14, 37, 34, 13, 34, 34, 14)";"(34, 34, 14, 37, 34, 13, 34, 34, 14)";"(34, 14, 37, 34, 13, 34, 34, 14, 7)"; 1
"(34, 14, 37, 34, 13, 34, 34, 14, 7)";"(34, 14, 37, 34, 13, 34, 34, 14, 7)";"(14, 37, 34, 13, 34, 34, 14, 7, 6)"; 1
"(14, 37, 34, 13, 34, 34, 14, 7, 6)";"(14, 37, 34, 13, 34, 34, 14, 7, 6)";"(37, 34, 13, 34, 34, 14, 7, 6, 30)"; 1
"(37, 34, 13, 34, 34, 14, 7, 6, 30)";"(37, 34, 13, 34, 34, 14, 7, 6, 30)";"(34, 13, 34, 34, 14, 7, 6, 30, 34)"; 1
"(34, 13, 34, 34, 14, 7, 6, 30, 34)";"(34, 13, 34, 34, 14, 7, 6, 30, 34)";"(13, 34, 34, 14, 7, 6, 30, 34, 7)"; 1
"(13, 34, 34, 14, 7, 6, 30, 34, 7)";"(13, 34, 34, 14, 7, 6, 30, 34, 7)";"(34, 34, 14, 7, 6, 30, 34, 7, 52)"; 1
"(34, 34, 14, 7, 6, 30, 34, 7, 52)";"(34, 34, 14, 7, 6, 30, 34, 7, 52)";"(34, 14, 7, 6, 30, 34, 7, 52, 6)"; 1
"(34, 14, 7, 6, 30, 34, 7, 52, 6)";"(34, 14, 7, 6, 30, 34, 7, 52, 6)";"(14, 7, 6, 30, 34, 7, 52, 6, 8)"; 1
"(14, 7, 6, 30, 34, 7, 52, 6, 8)";"(14, 7, 6, 30, 34, 7, 52, 6, 8)";"(7, 6, 30, 34, 7, 52, 6, 8, 37)"; 1
"(6, 30, 34, 7, 52, 6, 8, 37, 8)";"(6, 30, 34, 7, 52, 6, 8, 37, 8)";"(30, 34, 7, 52, 6, 8, 37, 8, 37)"; 2
"(30, 34, 7, 52, 6, 8, 37, 8, 37)";"(30, 34, 7, 52, 6, 8, 37, 8, 37)";"(34, 7, 52, 6, 8, 37, 8, 37, 34)"; 1
"(30, 34, 7, 52, 6, 8, 37, 8, 37)";"(30, 34, 7, 52, 6, 8, 37, 8, 37)";"(34, 7, 52, 6, 8, 37, 8, 37, 15)"; 1
"(34, 7, 52, 6, 8, 37, 8, 37, 34)";"(34, 7, 52, 6, 8, 37, 8, 37, 34)";"(7, 52, 6, 8, 37, 8, 37, 34, 13)"; 1
"(7, 52, 6, 8, 37, 8, 37, 34, 13)";"(7, 52, 6, 8, 37, 8, 37, 34, 13)";"(52, 6, 8, 37, 8, 37, 34, 13, 37)"; 1
"(52, 6, 8, 37, 8, 37, 34, 13, 37)";"(52, 6, 8, 37, 8, 37, 34, 13, 37)";"(6, 8, 37, 8, 37, 34, 13, 37, 34)"; 1
"(6, 8, 37, 8, 37, 34, 13, 37, 34)";"(6, 8, 37, 8, 37, 34, 13, 37, 34)";"(8, 37, 8, 37, 34, 13, 37, 34, 34)"; 1
"(8, 37, 8, 37, 34, 13, 37, 34, 34)";"(8, 37, 8, 37, 34, 13, 37, 34, 34)";"(37, 8, 37, 34, 13, 37, 34, 34, 14)"; 1
"(37, 8, 37, 34, 13, 37, 34, 34, 14)";"(37, 8, 37, 34, 13, 37, 34, 34, 14)";"(8, 37, 34, 13, 37, 34, 34, 14, 30)"; 1
"(8, 37, 34, 13, 37, 34, 34, 14, 30)";"(8, 37, 34, 13, 37, 34, 34, 14, 30)";"(37, 34, 13, 37, 34, 34, 14, 30, 7)"; 1
"(37, 34, 13, 37, 34, 34, 14, 30, 7)";"(37, 34, 13, 37, 34, 34, 14, 30, 7)";"(34, 13, 37, 34, 34, 14, 30, 7, 5)"; 1
"(34, 13, 37, 34, 34, 14, 30, 7, 5)";"(34, 13, 37, 34, 34, 14, 30, 7, 5)";"(13, 37, 34, 34, 14, 30, 7, 5, 0)"; 1
"(13, 37, 34, 34, 14, 30, 7, 5, 0)";"(13, 37, 34, 34, 14, 30, 7, 5, 0)";"(37, 34, 34, 14, 30, 7, 5, 0, 4)"; 1
"(37, 34, 34, 14, 30, 7, 5, 0, 4)";"(37, 34, 34, 14, 30, 7, 5, 0, 4)";"(34, 34, 14, 30, 7, 5, 0, 4, 8)"; 1
"(34, 34, 14, 30, 7, 5, 0, 4, 8)";"(34, 34, 14, 30, 7, 5, 0, 4, 8)";"(34, 14, 30, 7, 5, 0, 4, 8, 8)"; 1
"(34, 14, 30, 7, 5, 0, 4, 8, 8)";"(34, 14, 30, 7, 5, 0, 4, 8, 8)";"(14, 30, 7, 5, 0, 4, 8, 8, 40)"; 1
"(14, 30, 7, 5, 0, 4, 8, 8, 40)";"(14, 30, 7, 5, 0, 4, 8, 8, 40)";"(30, 7, 5, 0, 4, 8, 8, 40, 37)"; 1
"(47, 48, 49, 47, 48, 49, 8, 37, 8)";"(47, 48, 49, 47, 48, 49, 8, 37, 8)";"(48, 49, 47, 48, 49, 8, 37, 8, 37)"; 1
"(48, 49, 47, 48, 49, 8, 37, 8, 37)";"(48, 49, 47, 48, 49, 8, 37, 8, 37)";"(49, 47, 48, 49, 8, 37, 8, 37, 8)"; 1
"(49, 47, 48, 49, 8, 37, 8, 37, 8)";"(49, 47, 48, 49, 8, 37, 8, 37, 8)";"(47, 48, 49, 8, 37, 8, 37, 8, 37)"; 1
"(47, 48, 49, 8, 37, 8, 37, 8, 37)";"(47, 48, 49, 8, 37, 8, 37, 8, 37)";"(48, 49, 8, 37, 8, 37, 8, 37, 34)"; 1
"(48, 49, 8, 37, 8, 37, 8, 37, 34)";"(48, 49, 8, 37, 8, 37, 8, 37, 34)";"(49, 8, 37, 8, 37, 8, 37, 34, 8)"; 1
"(49, 8, 37, 8, 37, 8, 37, 34, 8)";"(49, 8, 37, 8, 37, 8, 37, 34, 8)";"(8, 37, 8, 37, 8, 37, 34, 8, 37)"; 1
"(8, 37, 8, 37, 8, 37, 34, 8, 37)";"(8, 37, 8, 37, 8, 37, 34, 8, 37)";"(37, 8, 37, 8, 37, 34, 8, 37, 34)"; 1
"(37, 8, 37, 8, 37, 34, 8, 37, 34)";"(37, 8, 37, 8, 37, 34, 8, 37, 34)";"(8, 37, 8, 37, 34, 8, 37, 34, 6)"; 1
"(8, 37, 8, 37, 34, 8, 37, 34, 6)";"(8, 37, 8, 37, 34, 8, 37, 34, 6)";"(37, 8, 37, 34, 8, 37, 34, 6, 8)"; 1
"(37, 8, 37, 34, 8, 37, 34, 6, 8)";"(37, 8, 37, 34, 8, 37, 34, 6, 8)";"(8, 37, 34, 8, 37, 34, 6, 8, 37)"; 1
"(8, 37, 34, 8, 37, 34, 6, 8, 37)";"(8, 37, 34, 8, 37, 34, 6, 8, 37)";"(37, 34, 8, 37, 34, 6, 8, 37, 34)"; 1
"(37, 34, 8, 37, 34, 6, 8, 37, 34)";"(37, 34, 8, 37, 34, 6, 8, 37, 34)";"(34, 8, 37, 34, 6, 8, 37, 34, 24)"; 1
"(34, 8, 37, 34, 6, 8, 37, 34, 24)";"(34, 8, 37, 34, 6, 8, 37, 34, 24)";"(8, 37, 34, 6, 8, 37, 34, 24, 30)"; 1
"(8, 37, 34, 6, 8, 37, 34, 24, 30)";"(8, 37, 34, 6, 8, 37, 34, 24, 30)";"(37, 34, 6, 8, 37, 34, 24, 30, 26)"; 1
"(37, 34, 6, 8, 37, 34, 24, 30, 26)";"(37, 34, 6, 8, 37, 34, 24, 30, 26)";"(34, 6, 8, 37, 34, 24, 30, 26, 30)"; 1
"(34, 6, 8, 37, 34, 24, 30, 26, 30)";"(34, 6, 8, 37, 34, 24, 30, 26, 30)";"(6, 8, 37, 34, 24, 30, 26, 30, 7)"; 1
"(6, 8, 37, 34, 24, 30, 26, 30, 7)";"(6, 8, 37, 34, 24, 30, 26, 30, 7)";"(8, 37, 34, 24, 30, 26, 30, 7, 6)"; 1
"(6, 8, 37, 34, 24, 30, 26, 30, 7)";"(6, 8, 37, 34, 24, 30, 26, 30, 7)";"(8, 37, 34, 24, 30, 26, 30, 7, 5)"; 1
"(8, 37, 34, 24, 30, 26, 30, 7, 6)";"(8, 37, 34, 24, 30, 26, 30, 7, 6)";"(37, 34, 24, 30, 26, 30, 7, 6, 8)"; 1
"(37, 34, 24, 30, 26, 30, 7, 6, 8)";"(37, 34, 24, 30, 26, 30, 7, 6, 8)";"(34, 24, 30, 26, 30, 7, 6, 8, 37)"; 1
"(34, 24, 30, 26, 30, 7, 6, 8, 37)";"(34, 24, 30, 26, 30, 7, 6, 8, 37)";"(24, 30, 26, 30, 7, 6, 8, 37, 34)"; 1
"(24, 30, 26, 30, 7, 6, 8, 37, 34)";"(24, 30, 26, 30, 7, 6, 8, 37, 34)";"(30, 26, 30, 7, 6, 8, 37, 34, 24)"; 1
"(30, 26, 30, 7, 6, 8, 37, 34, 24)";"(30, 26, 30, 7, 6, 8, 37, 34, 24)";"(26, 30, 7, 6, 8, 37, 34, 24, 30)"; 1
"(26, 30, 7, 6, 8, 37, 34, 24, 30)";"(26, 30, 7, 6, 8, 37, 34, 24, 30)";"(30, 7, 6, 8, 37, 34, 24, 30, 26)"; 1
"(30, 7, 6, 8, 37, 34, 24, 30, 26)";"(30, 7, 6, 8, 37, 34, 24, 30, 26)";"(7, 6, 8, 37, 34, 24, 30, 26, 30)"; 1
"(7, 6, 8, 37, 34, 24, 30, 26, 30)";"(7, 6, 8, 37, 34, 24, 30, 26, 30)";"(6, 8, 37, 34, 24, 30, 26, 30, 7)"; 1
"(8, 37, 34, 24, 30, 26, 30, 7, 5)";"(8, 37, 34, 24, 30, 26, 30, 7, 5)";"(37, 34, 24, 30, 26, 30, 7, 5, 0)"; 1
"(37, 34, 24, 30, 26, 30, 7, 5, 0)";"(37, 34, 24, 30, 26, 30, 7, 5, 0)";"(34, 24, 30, 26, 30, 7, 5, 0, 4)"; 1
"(34, 24, 30, 26, 30, 7, 5, 0, 4)";"(34, 24, 30, 26, 30, 7, 5, 0, 4)";"(24, 30, 26, 30, 7, 5, 0, 4, 44)"; 1
"(24, 30, 26, 30, 7, 5, 0, 4, 44)";"(24, 30, 26, 30, 7, 5, 0, 4, 44)";"(30, 26, 30, 7, 5, 0, 4, 44, 6)"; 2
"(30, 26, 30, 7, 5, 0, 4, 44, 6)";"(30, 26, 30, 7, 5, 0, 4, 44, 6)";"(26, 30, 7, 5, 0, 4, 44, 6, 34)"; 1
"(30, 26, 30, 7, 5, 0, 4, 44, 6)";"(30, 26, 30, 7, 5, 0, 4, 44, 6)";"(26, 30, 7, 5, 0, 4, 44, 6, 8)"; 1
"(26, 30, 7, 5, 0, 4, 44, 6, 34)";"(26, 30, 7, 5, 0, 4, 44, 6, 34)";"(30, 7, 5, 0, 4, 44, 6, 34, 34)"; 1
"(30, 7, 5, 0, 4, 44, 6, 34, 34)";"(30, 7, 5, 0, 4, 44, 6, 34, 34)";"(7, 5, 0, 4, 44, 6, 34, 34, 7)"; 1
"(7, 5, 0, 4, 44, 6, 34, 34, 7)";"(7, 5, 0, 4, 44, 6, 34, 34, 7)";"(5, 0, 4, 44, 6, 34, 34, 7, 44)"; 1
"(5, 0, 4, 44, 6, 34, 34, 7, 44)";"(5, 0, 4, 44, 6, 34, 34, 7, 44)";"(0, 4, 44, 6, 34, 34, 7, 44, 6)"; 1
"(0, 4, 44, 6, 34, 34, 7, 44, 6)";"(0, 4, 44, 6, 34, 34, 7, 44, 6)";"(4, 44, 6, 34, 34, 7, 44, 6, 8)"; 1
"(4, 44, 6, 34, 34, 7, 44, 6, 8)";"(4, 44, 6, 34, 34, 7, 44, 6, 8)";"(44, 6, 34, 34, 7, 44, 6, 8, 37)"; 1
"(44, 6, 34, 34, 7, 44, 6, 8, 37)";"(44, 6, 34, 34, 7, 44, 6, 8, 37)";"(6, 34, 34, 7, 44, 6, 8, 37, 35)"; 1
"(6, 34, 34, 7, 44, 6, 8, 37, 35)";"(6, 34, 34, 7, 44, 6, 8, 37, 35)";"(34, 34, 7, 44, 6, 8, 37, 35, 34)"; 1
"(34, 34, 7, 44, 6, 8, 37, 35, 34)";"(34, 34, 7, 44, 6, 8, 37, 35, 34)";"(34, 7, 44, 6, 8, 37, 35, 34, 34)"; 1
"(34, 7, 44, 6, 8, 37, 35, 34, 34)";"(34, 7, 44, 6, 8, 37, 35, 34, 34)";"(7, 44, 6, 8, 37, 35, 34, 34, 34)"; 1
"(7, 44, 6, 8, 37, 35, 34, 34, 34)";"(7, 44, 6, 8, 37, 35, 34, 34, 34)";"(44, 6, 8, 37, 35, 34, 34, 34, 7)"; 1
"(34, 34, 34, 16, 16, 7, 44, 6, 8)";"(34, 34, 34, 16, 16, 7, 44, 6, 8)";"(34, 34, 16, 16, 7, 44, 6, 8, 8)"; 5
"(52, 6, 8, 37, 15, 8, 37, 34, 8)";"(52, 6, 8, 37, 15, 8, 37, 34, 8)";"(6, 8, 37, 15, 8, 37, 34, 8, 37)"; 1
"(6, 8, 37, 15, 8, 37, 34, 8, 37)";"(6, 8, 37, 15, 8, 37, 34, 8, 37)";"(8, 37, 15, 8, 37, 34, 8, 37, 34)"; 1
"(8, 37, 15, 8, 37, 34, 8, 37, 34)";"(8, 37, 15, 8, 37, 34, 8, 37, 34)";"(37, 15, 8, 37, 34, 8, 37, 34, 37)"; 1
"(37, 15, 8, 37, 34, 8, 37, 34, 37)";"(37, 15, 8, 37, 34, 8, 37, 34, 37)";"(15, 8, 37, 34, 8, 37, 34, 37, 34)"; 1
"(15, 8, 37, 34, 8, 37, 34, 37, 34)";"(15, 8, 37, 34, 8, 37, 34, 37, 34)";"(8, 37, 34, 8, 37, 34, 37, 34, 24)"; 1
"(8, 37, 34, 8, 37, 34, 37, 34, 24)";"(8, 37, 34, 8, 37, 34, 37, 34, 24)";"(37, 34, 8, 37, 34, 37, 34, 24, 34)"; 1
"(37, 34, 8, 37, 34, 37, 34, 24, 34)";"(37, 34, 8, 37, 34, 37, 34, 24, 34)";"(34, 8, 37, 34, 37, 34, 24, 34, 37)"; 1
"(34, 8, 37, 34, 37, 34, 24, 34, 37)";"(34, 8, 37, 34, 37, 34, 24, 34, 37)";"(8, 37, 34, 37, 34, 24, 34, 37, 26)"; 1
"(8, 37, 34, 37, 34, 24, 34, 37, 26)";"(8, 37, 34, 37, 34, 24, 34, 37, 26)";"(37, 34, 37, 34, 24, 34, 37, 26, 16)"; 1
"(37, 34, 37, 34, 24, 34, 37, 26, 16)";"(37, 34, 37, 34, 24, 34, 37, 26, 16)";"(34, 37, 34, 24, 34, 37, 26, 16, 30)"; 1
"(34, 37, 34, 24, 34, 37, 26, 16, 30)";"(34, 37, 34, 24, 34, 37, 26, 16, 30)";"(37, 34, 24, 34, 37, 26, 16, 30, 7)"; 1
"(37, 34, 24, 34, 37, 26, 16, 30, 7)";"(37, 34, 24, 34, 37, 26, 16, 30, 7)";"(34, 24, 34, 37, 26, 16, 30, 7, 5)"; 1
"(34, 41, 44, 6, 37, 50, 35, 8, 15)";"(34, 41, 44, 6, 37, 50, 35, 8, 15)";"(41, 44, 6, 37, 50, 35, 8, 15, 8)"; 2
"(41, 44, 6, 37, 50, 35, 8, 15, 8)";"(41, 44, 6, 37, 50, 35, 8, 15, 8)";"(44, 6, 37, 50, 35, 8, 15, 8, 37)"; 2
"(44, 6, 37, 50, 35, 8, 15, 8, 37)";"(44, 6, 37, 50, 35, 8, 15, 8, 37)";"(6, 37, 50, 35, 8, 15, 8, 37, 15)"; 2
"(6, 37, 50, 35, 8, 15, 8, 37, 15)";"(6, 37, 50, 35, 8, 15, 8, 37, 15)";"(37, 50, 35, 8, 15, 8, 37, 15, 8)"; 2
"(37, 50, 35, 8, 15, 8, 37, 15, 8)";"(37, 50, 35, 8, 15, 8, 37, 15, 8)";"(50, 35, 8, 15, 8, 37, 15, 8, 37)"; 2
"(50, 35, 8, 15, 8, 37, 15, 8, 37)";"(50, 35, 8, 15, 8, 37, 15, 8, 37)";"(35, 8, 15, 8, 37, 15, 8, 37, 34)"; 1
"(50, 35, 8, 15, 8, 37, 15, 8, 37)";"(50, 35, 8, 15, 8, 37, 15, 8, 37)";"(35, 8, 15, 8, 37, 15, 8, 37, 37)"; 1
"(35, 8, 15, 8, 37, 15, 8, 37, 34)";"(35, 8, 15, 8, 37, 15, 8, 37, 34)";"(8, 15, 8, 37, 15, 8, 37, 34, 37)"; 1
"(8, 15, 8, 37, 15, 8, 37, 34, 37)";"(8, 15, 8, 37, 15, 8, 37, 34, 37)";"(15, 8, 37, 15, 8, 37, 34, 37, 35)"; 1
"(15, 8, 37, 15, 8, 37, 34, 37, 35)";"(15, 8, 37, 15, 8, 37, 34, 37, 35)";"(8, 37, 15, 8, 37, 34, 37, 35, 34)"; 1
"(8, 37, 15, 8, 37, 34, 37, 35, 34)";"(8, 37, 15, 8, 37, 34, 37, 35, 34)";"(37, 15, 8, 37, 34, 37, 35, 34, 34)"; 1
"(37, 15, 8, 37, 34, 37, 35, 34, 34)";"(37, 15, 8, 37, 34, 37, 35, 34, 34)";"(15, 8, 37, 34, 37, 35, 34, 34, 16)"; 1
"(15, 8, 37, 34, 37, 35, 34, 34, 16)";"(15, 8, 37, 34, 37, 35, 34, 34, 16)";"(8, 37, 34, 37, 35, 34, 34, 16, 16)"; 1
"(8, 37, 34, 37, 35, 34, 34, 16, 16)";"(8, 37, 34, 37, 35, 34, 34, 16, 16)";"(37, 34, 37, 35, 34, 34, 16, 16, 7)"; 1
"(37, 34, 37, 35, 34, 34, 16, 16, 7)";"(37, 34, 37, 35, 34, 34, 16, 16, 7)";"(34, 37, 35, 34, 34, 16, 16, 7, 44)"; 1
"(34, 37, 35, 34, 34, 16, 16, 7, 44)";"(34, 37, 35, 34, 34, 16, 16, 7, 44)";"(37, 35, 34, 34, 16, 16, 7, 44, 6)"; 1
"(37, 35, 34, 34, 16, 16, 7, 44, 6)";"(37, 35, 34, 34, 16, 16, 7, 44, 6)";"(35, 34, 34, 16, 16, 7, 44, 6, 8)"; 1
"(34, 16, 16, 7, 44, 6, 8, 8, 15)";"(34, 16, 16, 7, 44, 6, 8, 8, 15)";"(16, 16, 7, 44, 6, 8, 8, 15, 8)"; 2
"(16, 16, 7, 44, 6, 8, 8, 15, 8)";"(16, 16, 7, 44, 6, 8, 8, 15, 8)";"(16, 7, 44, 6, 8, 8, 15, 8, 37)"; 2
"(16, 7, 44, 6, 8, 8, 15, 8, 37)";"(16, 7, 44, 6, 8, 8, 15, 8, 37)";"(7, 44, 6, 8, 8, 15, 8, 37, 37)"; 2
"(7, 44, 6, 8, 8, 15, 8, 37, 37)";"(7, 44, 6, 8, 8, 15, 8, 37, 37)";"(44, 6, 8, 8, 15, 8, 37, 37, 34)"; 2
"(44, 6, 8, 8, 15, 8, 37, 37, 34)";"(44, 6, 8, 8, 15, 8, 37, 37, 34)";"(6, 8, 8, 15, 8, 37, 37, 34, 37)"; 2
"(6, 8, 8, 15, 8, 37, 37, 34, 37)";"(6, 8, 8, 15, 8, 37, 37, 34, 37)";"(8, 8, 15, 8, 37, 37, 34, 37, 34)"; 2
"(8, 15, 8, 37, 37, 34, 37, 34, 34)";"(8, 15, 8, 37, 37, 34, 37, 34, 34)";"(15, 8, 37, 37, 34, 37, 34, 34, 34)"; 2
"(15, 8, 37, 37, 34, 37, 34, 34, 34)";"(15, 8, 37, 37, 34, 37, 34, 34, 34)";"(8, 37, 37, 34, 37, 34, 34, 34, 34)"; 2
"(8, 37, 37, 34, 37, 34, 34, 34, 34)";"(8, 37, 37, 34, 37, 34, 34, 34, 34)";"(37, 37, 34, 37, 34, 34, 34, 34, 16)"; 2
"(37, 37, 34, 37, 34, 34, 34, 34, 16)";"(37, 37, 34, 37, 34, 34, 34, 34, 16)";"(37, 34, 37, 34, 34, 34, 34, 16, 7)"; 2
"(37, 34, 37, 34, 34, 34, 34, 16, 7)";"(37, 34, 37, 34, 34, 34, 34, 16, 7)";"(34, 37, 34, 34, 34, 34, 16, 7, 6)"; 2
"(34, 37, 34, 34, 34, 34, 16, 7, 6)";"(34, 37, 34, 34, 34, 34, 16, 7, 6)";"(37, 34, 34, 34, 34, 16, 7, 6, 30)"; 2
"(44, 6, 15, 8, 37, 15, 8, 37, 8)";"(44, 6, 15, 8, 37, 15, 8, 37, 8)";"(6, 15, 8, 37, 15, 8, 37, 8, 37)"; 3
"(6, 15, 8, 37, 15, 8, 37, 8, 37)";"(6, 15, 8, 37, 15, 8, 37, 8, 37)";"(15, 8, 37, 15, 8, 37, 8, 37, 35)"; 3
"(8, 37, 8, 37, 34, 8, 37, 6, 24)";"(8, 37, 8, 37, 34, 8, 37, 6, 24)";"(37, 8, 37, 34, 8, 37, 6, 24, 30)"; 1
"(37, 8, 37, 34, 8, 37, 6, 24, 30)";"(37, 8, 37, 34, 8, 37, 6, 24, 30)";"(8, 37, 34, 8, 37, 6, 24, 30, 26)"; 1
"(8, 37, 34, 8, 37, 6, 24, 30, 26)";"(8, 37, 34, 8, 37, 6, 24, 30, 26)";"(37, 34, 8, 37, 6, 24, 30, 26, 30)"; 1
"(37, 34, 8, 37, 6, 24, 30, 26, 30)";"(37, 34, 8, 37, 6, 24, 30, 26, 30)";"(34, 8, 37, 6, 24, 30, 26, 30, 7)"; 1
